Bike,Description,Price,Year,Location,State,Listed,Source,Link
KDX 200,2005 Kawasaki KDX200Hi I have an excellent 2005 Kawasaki kdx 200 (2 stroke). It is an amazing 6 speed trail bike. Very fast and fun! Super clean! Clean title in hand. The previous owner had it for about 10 years put less than 5 hours on it. I realized that 2 strokes are [...],"$2,500",2005,Tacoma,WA,08/08/17 1:30 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/1d69dbd4b90f9bbc0da9c56d841a4dd8)
YZ250,"1985 Yamaha yz 250 dirt bikeThis bike has been in a barn for 20 years or more. I know the original owner that i got it from, I cleaned it up, oil change, cleaned tank, carb, fuel lines, new air filter, front sprocket, oil change. Started right up and runs awesome. Plenty of lif [...]","$1,200",1985,dracut,MA,08/10/17 2:40 am (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/1dc99b2b4adad44463e3c8e63b092671)
KTM 250,2016 KTM factory edition 250 pristineFlawless 2016 KTM factory edition 250 with only 9 hours on the odometer!! Flawless condition!!! Only ridden a few times and cleaned every time after. Please don't hesitate to contact me with any further questions. Has quite a few high end upgrades su [...],"$8,500",2016,Reno,NV,08/10/17 6:22 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/1e4666bf318c0a945d06c9974a937eec)
KTM 250,"Ktm 2502013 ktm 250 sx-f. It's in amazing condition, it has been serviced by Hoodlum Motorsports Every 2 rides. The bike has 72 hours on it, the top end was done at 35 hours and 72. The bike has Mika bars, FMF carbon fiber slip on, Mojo pegs, lots of tread [...]","$3,000",2013,Gilbert,AZ,08/07/17 2:21 am (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/1eddbd49a14f322b6dbecafa5c4393a8)
KX250,"Nice 1998 Kawasaki KX 250 Green Stickered Registered KX-250I am selling my 1998 Kx 250, it runs great, starts up right away and is extremely fast. I had the top end rebuilt with a Wiseco piston kit that is .025"" over sized and only put a few hours on it since. I just cleaned the carb inside and out and there [...]","$1,200",1998,Santa Clarita,CA,08/10/17 2:44 am (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/1f341021b3c2e2c717d4c2abf1cf16ef)
CR500,"1997 Honda CR 500Liquid cooled 2-stroke. Part of a collection, in climate controlled storage since purchased new, never driven except for break-in period, 100% all original as new condition, no track use. (Call or Email (no texting ability).","$6,700",1997,North Andover MA,MA,08/07/17 1:35 pm (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/201732836d5fd1f0cd5079ad50e53263)
KTM 250,KTM 250SX2015 KTM 250 SX for sale. Clean title in hand. FMF shorty exhaust. About 24 Hrs on bike. Contact Sam for more info. 940-765-328one Crf250r Crf450r Crf450 Crf250 Cr125 cr250 cr250r cr125r Honda 250r 450r 250f 450f 150r 150f 125r 85r 80r 125 crf1 [...],"$4,700",2015,Pilot Point,TX,08/10/17 3:04 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/20655249152788ec7323f3594eb9de09)
CR125,"2007 Honda CR85R big wheel like cr85 crf cr125 pit race bike moto x2007 Honda CR85RB rare big wheel. Good condition, pro circuit silencer and fly bars. Otherwise stock. Runs good. Could use tires. No trades $1550.00","$1,550",2007,New Prague,MN,08/08/17 1:07 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/2079be0f83df718ffb6c13a2ad529de0)
CR250,"2002 Honda CR 250 2 Stroke2002 Honda CR 250 2 Stroke Dirtbike in great condition starts right up ready to ride very well taken care of. Brand new plastics, lots of new parts to many to list, of interested email or text or call. Serious inquires only and no scams!","$2,000",2002,Midlothian,TX,08/09/17 5:26 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/21173f6176e553073b1a2c2017a20042)
KX250,"Nice 99 kx250 OBOSelling my very nice 99 kx 250 Runs and rides great,Starts first second kick everytime Bikes ready to ride. Pro circuit full pipe (jetted perfect) Newer sprockets and chain Ebc clutch kit. Renthal handle bars Etc. Fast bike.. Contact me at 5 [...]","$2,300",1999,Almont mi,MI,08/11/17 3:21 pm (4 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/2168093d6a4bf129153f4971fc58d870)
CR250,"2000 CR 2502000 CR 250, well maintained, extra parts to go along with it.$2000 Obo please don't bother me with low ball offers","$2,000",2000,Portland,OR,08/07/17 8:16 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/21c3f3749f2583c5ac92c91d3541776f)
RM250,Suzuki RM250 2003 Dirt Bike2003 Suzuki RM250 - Excellent condition. Starts and run great. Newer tires. The sprockets and chains were replaced. Top end was freshly rebuilt. I am selling it because I don't ride it anymore. Asking $2100 obo,"$2,100",2003,Channahon,IL,08/07/17 10:54 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/224cf7db80591ed73a56f625c7a7d55d)
YZ125,"Yamaha YZ 1251999 Yamaha YZ-125 Currently in Eureka, CA and need to get rid of to clear space. Brand new top end rebuild (2 hours on it) Recently cleaned Carb (may need altitude adjustment) Quick adjust clutch New graphics, grips, and plastics Comes with ex [...]","$2,000",1999,Citrus Heights,CA,08/07/17 6:21 am (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/227fef64d498d5635c524489c19c2519)
YZ125,"Yamaha YZ125 Clean1999 YZ 125 Tires gold series 80% front/back, renthal black sprocket, Swing arm, bearings, and seals polished. Rebuilt brakes- very strong brakes. Powder coated frame dark gray, Rebuilt suspension by TRE set for 175 lbs rider. Renthal fat bars, Alumi [...]",$900,1999,Norwalk,CA,08/07/17 3:49 am (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/23346877f932279b1b88fc89244f3955)
CR250,"2003 CR250RHello CL, Up for sale is my 2003 Honda CR250R. This was my first MX bike and a great one to learn on. However, I need the money for other things now. See below: The good � Fairly fresh top end (Wiseco piston) � Works connection radiator brace [...]","$3,000",2003,Lakeside,CA,08/08/17 8:29 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/233d0b3432f98c50cdbe8ceab8764cc7)
300XC-W,2015 Ktm 300 Xcw MintClean Az title 72 Hours Mint condition Super clean Runs perfect -Fully tuned suspension through Motolabs for singletrack -Seat Concepts comfort seat -IMS 3.3 Oversized fuel tank -Ktm Powerparts pipeguard -TMD skidplate -Street legal kit -F [...],"$6,900",2015,Biltmore District,AZ,08/10/17 7:35 pm (23 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/23859d3391a12bd613d82abea93d49da)
300XC,"2008 KTM 300 XC Full woods race weaponFOR SALE my beloved KTM 300xc This is one sweet bike. Always pampered by mature rider. Tons of mods to make it more reliable and handle better. Three years ago the engine was COMPLETELY Rebuilt by Moore and Sons with a hand balanced crank shaft, all [...]","$4,700",2008,scotts valley,CA,08/08/17 3:46 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/23ba3a1e61557540d5af6ffe15d64f16)
CR125,1995 Cr125Selling my 95 honda Cr125r. Starts first or second kick. New wheels. Stator. Handle bars. Rear wheel bearing. And chain. Need to go. Have too many toys. Text or call with questions. Don't do email. Don't low ball either. show contact info Thanks,"$1,300",1995,Marengo,IL,08/07/17 4:19 pm (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/24bc17b25fdd32c0c67764e7076524fe)
KX250,03 kx2502003 Kawasaki kx 250 two stroke. Bike runs fantastic ready to ride price is negotiable and I'm open to trades just let me know what ya got I have clean title for it,"$2,500",2003,Escondido,CA,08/08/17 10:35 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/2506e38863abd9c82e1b6907514fa8b2)
CR250,"2002 Honda CR250This bike rips and is in very good condition. It has an fmf pipe, pro taper bars. I have an extra motor, air box, plastics, stock pipe as well. Call or text Johnny at show contact info with any questions.","$2,600",2002,Ramona,CA,08/10/17 12:23 am (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/253c75e2991a22cc5c79ad2e546ff19b)
YZ125,"2003 yz 125I have a 2003 yz 125 boarded out to a 144cc, the piston needs to be replaced other then that it is a great bike, very low hours on the bike Call for more information show contact info","$2,100",2003,Fort Lauderdale,FL,08/10/17 12:03 am (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/259c87fd86c58d75b28213342df35ad8)
CR250,Honda CR2502004 Honda cr250 two stroke.red sticker bike with a lot of new parts,"$2,300",2004,millbrae,CA,08/08/17 7:09 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/25d629b3c93cf6250b242dfecf66cec0)
KTM 200,"2004 Ktm 200 excBike runs great. Starts 2 or 3rd kick every time. Just put new hand guards on it. Have never had any problems with it. New grips and gas cap. Also new clutch, brake levers and shifter. Wanting $2200","$2,200",2004,Evansville,IN,08/08/17 12:48 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/25f725284d870d07e4387b98de9eb71a)
YZ250,2003 Yamaha yz250 dirt bikeThis is a very nice bike and the only bad about it is the rear fender is cracked and there is a dent in the pipe as shown in picture. The dent doesn't effect anything it was like that when I got it and I thought I was gonna buy a new pipe for it but [...],"$2,400",2003,Arlington,MN,08/10/17 7:04 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/25fa69dbf5a7bcecdcc22d26edc13097)
CR500,1990 cr500r with title 2 stroke 500cc all like newDelta Motocross Park 16500 HWY3 Tunica ms Bikes like new and won't find one this nice Still together 27yrs old and looks like day it came off showroom Rare so price is firm Runs as good as it looks show contact info,"$4,000",1990,Tunica MS,MS,08/10/17 2:56 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/26654442afebe77e6cb97d6a891e5147)
YZ250,"Yz250Runs great. Revalved forks, flywheel weight, guards, geared down 13/52. Trail setup. New rear tire. Asking 2300 call 4829867","$2,300",NA,Puhi,HI,08/08/17 4:01 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/276dbb6f1b63bed7a4d56679e8757064)
KTM 250,Mint 2014 ktm 250sxI have a mint condition 2014 ktm 250sx for sale.this bike is not a beginners bike.very fast and powerful.it is in immaculate condition.full fmf exhaust.New chain and sprockets.New brake pads front and back.factory connection rear shock set up for my [...],"$4,200",2014,Raynham,MA,08/09/17 7:59 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/28f529bf50bc3cb7c74653a0e6c75a15)
YZ125,98 yz1251998 yz 125 clean bike Needs work kickstart related,$900,1998,Gallatin,TN,08/07/17 10:38 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/291cd6792fe699e956d4b87c2f7d8470)
CR250,2002 CR250Hi I have a 2002 Green sticker CR250. Good condition. Registration current. Serious buyers please. Asking $3000 obo. Please no email. Call or text 65zero-208-1354 if interested. My name is Enrique. -oversize Clarke tank (have original tank). -ims f [...],"$3,000",2002,south san francisco,CA,08/07/17 4:12 am (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/29d661bd713cfc9cff60712d9416c54b)
KX250,"2004 KX 250For sale KX 250 2004 . this bike has been gone threw by a professional racing team. It screams.Many extras new top end tires brakes plastic clutch and more got to sell before it kills me. Nice Graphics,Coolest looking KX around.One of the Best Years [...]","$2,500",2004,keller,TX,08/08/17 1:11 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/2a5e4063f601be2965dcc7aab22dfce6)
CR250,2002 cr2502002 cr250 runs really good. Has aftermarket parts. Good all around bike. Built for woods. So if you ride trails an wanna two stroke this is the bike for you. 2000 obo. Call or text show contact info,"$2,000",2002,Kansas City,MO,08/10/17 10:34 pm (20 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/2adf2b4391552c0900deedef90b9f89f)
KDX 200,KDX200 trail bike 2stroke with clean title ready2go.KDX200 yr 2000 Title in hand . 1700. As is Fun cool times of riding Ready to go,"$1,700",2000,Queens,NY,08/09/17 6:28 am (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/2b1cf0701f903a05c34f50a1e64c68c8)
KTM 250,"KTM 250sxhave for sale an immaculate 2013 KTM 250sx. I am the second owner, bought the bike about 1.5 years ago. All the aftermarket work was done by myself, the bike was bone stock when I got it. It has a full FMF system (Turbincore 2 Silencer & Factory [...]","$4,200",2013,Rowlett,TX,08/07/17 3:49 pm (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/2b38baddced13dbbcd531e6afa86316b)
200XC-W,"KTM 200 XCW2014 KTM 200 XCW Pros: FMF Gnarly Pipe Carbon Fiber Pipe Guard Radiator Guard Front Brake Guard Shark Fin Pro Taper Handle Bars Skid plate Cons: Rear Tubeless, I have a spare. Just needs to be changed. Old one is leaking. Electric Start wo [...]","$4,800",2014,Salt Lake,HI,08/10/17 4:53 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/2b9fd4e35de1229ae5745a1c8821cea2)
KTM 250,"1996 KTM 250 EXC excellent condition low priceThis bike has always been owned and ridden by serious riders. It has been well maintained and upgraded to make it a flat-out fast bike. It has just been gone over by and set up by people who know bikes, including new tires that now have maybe 10 mile [...]","$1,740",1996,Edmonds,WA,08/08/17 7:49 pm (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/2c19e118a6d8e3880063e843aac17651)
KTM 250,ktm 250 sx 2013Selling my 2013 KTM 250 SX. Some extra parts and well maintained. $2000 MX-tech suspension setup serviced maybe 8 hours ago. FMF exhaust with enduro engineering carbon pipe guard. DID dirt star wheels laced to stock hubs with bulldog spokes and pleat [...],"$4,500",2013,loretto,MN,08/07/17 11:20 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/2c67249d3d381f6e1ff106b9b6d7bb4d)
YZ250,"YZ250 YAMAHA YZ 250RUNS GREAT...... LOOKS GOOD..... NO PROBLEMS....FRESH FULL SERVICE TUNE UP.... NEW FORK SEALS, AIR FILTER, TIRES ETC. ETC... EVERYTHING WORKS PROPERLY AS IT SHOULD......$1780 CASH FIRM 832-41O- O 4 EIGHT 5","$1,780",NA,LAKE HOUSTON,TX,08/07/17 2:07 am (4 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/2c753984d9de8887ab66b9102ff56119)
CR250,"2005 CR250 Honda * FMF Gnarly * New top end * Title * CR 250R * CR250RStarts on the first kick, cold or hot! Adult owned and maintained. Trail ridden CR250. Garage kept and only used a few times per year, since my main ride is a dual sport. It has been out on a track for a couple practice days, but it has NEVER been in [...]","$3,200",2005,Lake Oswego,OR,08/08/17 2:22 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/2d2eb7680cc750b5eccfe022e4600eba)
YZ125,1987 yz1251987 yz 125 in pretty decent shape cranks right up new front number plate looking for a golf cart that needs work,"$1,000",1987,Loganville,GA,08/09/17 10:50 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/2e0040468eb9fbc9c84a1ebe7f34cfa0)
KTM 525,"2007 KTM 525 EXC Loaded1 owner bike that is in great condition and has been very well taken care of. It has 7772 miles and has the following upgrades: Dirt Bagz saddlebags with brackets, Dirt Bike Gear tool bag, Rekluse z-Start Pro auto clutch, Trail Tech Stator, JD Jettin [...]","$5,200",2007,La Mesa,CA,08/10/17 1:49 pm (1 day ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/2e557bb57cc80c3ecb6b9fcd13bab420)
YZ250,2013 yamaha yz 2502013 YAMAHA YZ 250 LOOKS & RUNS GREAT ONLY $3900 CALL show contact info,"$3,900",2013,Orlando,FL,08/07/17 11:32 pm (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/2f16835ca228882b2238fa4779ed18bd)
RM250,"2000 Suzuki RM250 - 2 stroke - Title - Newer top end - Strong RMThe RM250 is in good shape, with a top end rebuilt within the last 40 hours. Newer Renthal chain & sprockets, UNI twin air filter, FMF Gold series Gnarly pipe and wide foot pegs. I will include a good rear tire, as the one on it is getting low on [...]","$1,900",2000,Oregon City area,OR,08/08/17 1:59 am (3 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/2f439a2c65631a8e515a577c63b5b9c7)
YZ250,"2004 YAMAHA YZ 250 yz250Excellent condition, second owner (personally know first owner), never in a track, all stock besides fmf exhaust, four strokes, low low hours. Must see, must have if not trying to spend a lot of money! NOTHING wrong with the bike! Runs as it's first [...]","$2,600",2004,san jose south,CA,08/11/17 5:19 am (14 hours ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/3006b586d63e4eb049e97298544b85f3)
KTM 250,"1991 KTM 250 EXC, Green Sticker, great bike, but needs some attentionPlease read before contacting. For sale is a 1991 KTM 250EXC 2 stroke dirt bike. The is a great, fun and powerful bike that has been on many trails and adventures. Starts and runs, but I believe there is some leaking of coolant in the crankcase. I s [...]",$700,1991,san mateo,CA,08/09/17 3:11 am (2 days ago),Craigslist,[Link](http://www.bikefinds.com/for-sale/30da7e4902a677c56c896214c10649c3)
